codigo,nombre,modelo_aplicable,categoria,precio_publico,precio_distribuidor,stock_minimo,stock_maximo
EM006118,Amortiguador Trasero,GOLF PLUS,REFACCION,205,144,2,10
EM006119,Facia Delantera,GOLF PLUS,REFACCION,1445,1012,2,10
EM006123,Chicote Delantero,GOLF PLUS,REFACCION,140,98,2,10
EM006124,Chicote Trasero,GOLF PLUS,REFACCION,170,119,2,10
EM006125,Tornillos,GOLF PLUS,REFACCION,736,515,2,10
EM006132,Fascia Trasera,GOLF PLUS,REFACCION,630,441,2,10
EM006139,Barra Lateral del Techo,GOLF PLUS,REFACCION,630,441,2,10
EM006141,Defensa Trasera,GOLF PLUS,REFACCION,420,294,2,10
EM006142,Parabrisas,GOLF PLUS,REFACCION,2000,1400,2,10
EM006143,Tablero,GOLF PLUS,REFACCION,157,110,2,10
EM006145,Salpicadera Delantera,GOLF PLUS,REFACCION,228,160,2,10
EM006150,Marco para Faro Circular,GOLF PLUS,REFACCION,68,47,2,10
EM006156,Caja de Freno de Mano,GOLF PLUS,REFACCION,51,36,2,10
EM006157,Marco de Parabrisas,GOLF PLUS,REFACCION,1183,828,2,10
EM006158,Lodera Delantera,GOLF PLUS,REFACCION,1008,706,2,10
EM006160,Cubierta de Número,GOLF PLUS,REFACCION,30,21,2,10
EM006161,Gancho Interno,GOLF PLUS,REFACCION,80,56,2,10
EM006162,Cable de Freno Trasero,GOLF PLUS,REFACCION,100,70,2,10
EM006164,Regulador,GOLF PLUS,REFACCION,250,175,2,10
EM006165,Eje de Freno,GOLF PLUS,REFACCION,360,252,2,10
EM006166,Freno de Mano,GOLF PLUS,REFACCION,222,155,2,10
EM006170,Palanca de Cambios,GOLF PLUS,REFACCION,120,84,2,10
EM006174,Tira Adhesiva de Vidrio,GOLF PLUS,REFACCION,120,84,2,10
EM006252,Exterior de la Asiento,GOLF PLUS,REFACCION,402,281,2,10
EM006263,Exterior de Asiento,GOLF PLUS,REFACCION,357,250,2,10
EM006264,Techo,GOLF PLUS,REFACCION,1512,1058,2,10
JAGUAR-001,Motor,JAGUAR,REFACCION,2772,1940,2,10
JAGUAR-002,Tapa Extremo Motor,JAGUAR,REFACCION,400,280,2,10
JAGUAR-003,Circlip del Motor,JAGUAR,REFACCION,20,14,2,10
JAGUAR-004,Rin Delantero,JAGUAR,REFACCION,550,385,2,10
JAGUAR-005,Llantas,JAGUAR,REFACCION,500,350,2,10
JAGUAR-006,Estrella de Motor,JAGUAR,REFACCION,200,140,2,10
JAGUAR-007,Freno de Disco (Delantero),JAGUAR,REFACCION,840,588,2,10
JAGUAR-008,Freno de Balata (Trasero),JAGUAR,REFACCION,300,210,2,10
JAGUAR-009,Disco,JAGUAR,REFACCION,300,210,2,10
JAGUAR-012,Valvula de Aire,JAGUAR,REFACCION,50,35,2,10
JAGUAR-013,Eje Delantero,JAGUAR,REFACCION,147,103,2,10
JAGUAR-014,Reflector Delantero,JAGUAR,REFACCION,22,15,2,10
JAGUAR-015,Reflector Salpicadera,JAGUAR,REFACCION,12,8,2,10
JAGUAR-017,Alarma,JAGUAR,REFACCION,210,147,2,10
JAGUAR-018,Switch de Encendido,JAGUAR,REFACCION,148,104,2,10
JAGUAR-020,Baleros de Pedales,JAGUAR,REFACCION,80,56,2,10
JAGUAR-021,Eje de Pedales,JAGUAR,REFACCION,165,116,2,10
JAGUAR-022,Brazos de Pedales,JAGUAR,REFACCION,176,123,2,10
JAGUAR-023,Cadena,JAGUAR,REFACCION,99,69,2,10
JAGUAR-024,Espejos Retrovisores,JAGUAR,REFACCION,200,140,2,10
JAGUAR-025,Parador Lateral,JAGUAR,REFACCION,145,102,2,10
JAGUAR-026,Pedales,JAGUAR,REFACCION,99,69,2,10
JAGUAR-027,Reposapies Retractiles,JAGUAR,REFACCION,72,50,2,10
JAGUAR-028,Estrella del Eje Central,JAGUAR,REFACCION,66,46,2,10
JAGUAR-029,Claxon,JAGUAR,REFACCION,136,95,2,10
JAGUAR-030,Manubrio,JAGUAR,REFACCION,350,245,2,10
JAGUAR-031,Acelerador,JAGUAR,REFACCION,375,263,2,10
JAGUAR-032,Mando Izquierdo,JAGUAR,REFACCION,400,280,2,10
JAGUAR-033,Pantalla,JAGUAR,REFACCION,390,273,2,10
JAGUAR-034,Chicote Trasero,JAGUAR,REFACCION,148,104,2,10
JAGUAR-035,Cubierta de Respaldo,JAGUAR,REFACCION,201,141,2,10
JAGUAR-036,Estante de Respaldo,JAGUAR,REFACCION,90,63,2,10
JAGUAR-039,Faro (Izquierdo o Derecho),JAGUAR,REFACCION,233,163,2,10
JAGUAR-041,Direccional Trasera,JAGUAR,REFACCION,61,43,2,10
JAGUAR-042,Amortiguador,JAGUAR,REFACCION,420,294,2,10
JAGUAR-044,Chasis,JAGUAR,REFACCION,3425,2398,2,10
JAGUAR-045,Tijera,JAGUAR,REFACCION,1440,1008,2,10
JAGUAR-046,Arnes,JAGUAR,REFACCION,725,508,2,10
JAGUAR-047,Arnes de Bateria,JAGUAR,REFACCION,400,280,2,10
JAGUAR-048,Asiento Principal,JAGUAR,REFACCION,450,315,2,10
JAGUAR-050,Calavera,JAGUAR,REFACCION,358,250,2,10
JAGUAR-051,Piso,JAGUAR,REFACCION,264,185,2,10
JAGUAR-052,Asiento Trasero,JAGUAR,REFACCION,275,193,2,10
JAGUAR-053,Respaldo de Asiento,JAGUAR,REFACCION,125,88,2,10
JAGUAR-054,Barra de Baterias,JAGUAR,REFACCION,120,84,2,10
JAGUAR-055,Salpicadera Delantera,JAGUAR,REFACCION,450,315,2,10
JAGUAR-056,Salpicadera Trasera,JAGUAR,REFACCION,455,319,2,10
JAGUAR-057,Soporte de Placa,JAGUAR,REFACCION,33,23,2,10
JAGUAR-058,Slider (Izquierdo o Derecho),JAGUAR,REFACCION,257,180,2,10
JAGUAR-059,Cubierta Frontal de Faro,JAGUAR,REFACCION,546,382,2,10
JAGUAR-060,Cubierta Delantera,JAGUAR,REFACCION,33,23,2,10
JAGUAR-061,(Derecho o Izquierdo),JAGUAR,REFACCION,51,36,2,10
JAGUAR-063,Gancho,JAGUAR,REFACCION,44,31,2,10
JAGUAR-064,Tapones de Sliders,JAGUAR,REFACCION,66,46,2,10
JAGUAR-065,Caja para Cableado,JAGUAR,REFACCION,132,92,2,10
JAGUAR-066,Tapa Cubre Numero de Serie,JAGUAR,REFACCION,44,31,2,10
JAGUAR-067,Cubierta Interior Delantera,JAGUAR,REFACCION,264,185,2,10
JAGUAR-068,Fasia,JAGUAR,REFACCION,165,116,2,10
JAGUAR-069,Cubierta de Puerto de Carga,JAGUAR,REFACCION,198,139,2,10
JAGUAR-070,Tapon de Piso,JAGUAR,REFACCION,33,23,2,10
JAGUAR-072,Buje de Tijera,JAGUAR,REFACCION,33,23,2,10
JAGUAR-073,Tapa de Caja de ECU,JAGUAR,REFACCION,150,105,2,10
JAGUAR-076,Aro de Soporte del ECU,JAGUAR,REFACCION,150,105,2,10
JAGUAR-077,Clip del Reposapiés Trasero,JAGUAR,REFACCION,9,6,2,10
JAGUAR-080,Caballete,JAGUAR,REFACCION,364,255,2,10
JAGUAR-081,Resorte de Caballete,JAGUAR,REFACCION,22,15,2,10
JAGUAR-083,Pasador de Seguridad,JAGUAR,REFACCION,6,4,2,10
JAGUAR-084,Carcasa del Faro,JAGUAR,REFACCION,315,221,2,10
JAGUAR-085,Seguro de Canasta,JAGUAR,REFACCION,22,15,2,10
JAGUAR-087,Protector de Pantalla,JAGUAR,REFACCION,195,137,2,10
LEO-001,Motor,LEO,REFACCION,2772,1940,2,10
LEO-002,Tapa Extremo Motor,LEO,REFACCION,400,280,2,10
LEO-003,Circlip del Motor,LEO,REFACCION,20,14,2,10
LEO-004,Rin Delantero,LEO,REFACCION,550,385,2,10
LEO-005,Llantas,LEO,REFACCION,700,490,2,10
LEO-006,Estrella del Motor,LEO,REFACCION,200,140,2,10
LEO-007,Freno de Disco (Delantero),LEO,REFACCION,732,512,2,10
LEO-008,Freno de Balata (Trasero),LEO,REFACCION,300,210,2,10
LEO-009,Disco,LEO,REFACCION,300,210,2,10
LEO-012,Valvula de Aire,LEO,REFACCION,50,35,2,10
LEO-013,Eje Frontal,LEO,REFACCION,147,103,2,10
LEO-014,Reflectore Delantero,LEO,REFACCION,18,13,2,10
LEO-015,Reflectore Salpicadera,LEO,REFACCION,12,8,2,10
LEO-017,Alarma,LEO,REFACCION,210,147,2,10
LEO-018,Switch de Encendido,LEO,REFACCION,315,221,2,10
LEO-020,Baleros de Pedales,LEO,REFACCION,80,56,2,10
LEO-021,Eje de Pedales,LEO,REFACCION,165,116,2,10
LEO-022,Brazos para Pedales,LEO,REFACCION,112,78,2,10
LEO-023,Cadena,LEO,REFACCION,141,99,2,10
LEO-024,Rspejos Retrovisores,LEO,REFACCION,200,140,2,10
LEO-025,Parador Lateral,LEO,REFACCION,150,105,2,10
LEO-026,Pedales,LEO,REFACCION,116,81,2,10
LEO-027,Reposapies Retractil,LEO,REFACCION,71,50,2,10
LEO-028,Estrella de Eje de Pedales,LEO,REFACCION,72,50,2,10
LEO-029,Claxon,LEO,REFACCION,136,95,2,10
LEO-030,Manubrio,LEO,REFACCION,263,184,2,10
LEO-031,Acelerador,LEO,REFACCION,200,140,2,10
LEO-032,Mango Izquierdo,LEO,REFACCION,50,35,2,10
LEO-034,Tubo de Direccion,LEO,REFACCION,215,151,2,10
LEO-035,Controles de Direccionales,LEO,REFACCION,118,82,2,10
LEO-036,Plastico para Eje Frontal,LEO,REFACCION,4,3,2,10
LEO-037,Pantalla,LEO,REFACCION,375,263,2,10
LEO-038,Cubierto de Cable,LEO,REFACCION,22,15,2,10
LEO-039,Chicote de Freno Atrasera,LEO,REFACCION,148,104,2,10
LEO-041,Faro,LEO,REFACCION,630,441,2,10
LEO-042,Amortiguador,LEO,REFACCION,446,312,2,10
LEO-043,Canasta,LEO,REFACCION,429,300,2,10
LEO-044,Chasis,LEO,REFACCION,5050,3535,2,10
LEO-045,Tijera,LEO,REFACCION,1170,819,2,10
LEO-046,Cableados,LEO,REFACCION,550,385,2,10
LEO-047,Cable de Energia,LEO,REFACCION,280,196,2,10
LEO-048,Asiento Principal,LEO,REFACCION,758,530,2,10
LEO-049,Calabera,LEO,REFACCION,450,315,2,10
LEO-050,Piso,LEO,REFACCION,390,273,2,10
LEO-051,Asiento Trasero,LEO,REFACCION,175,123,2,10
LEO-052,Respaldo Retractil,LEO,REFACCION,125,88,2,10
LEO-053,Salpicadera (Delantera),LEO,REFACCION,300,210,2,10
LEO-054,Salpicadera Trasera,LEO,REFACCION,255,179,2,10
LEO-057,Sliders (Izquierdo y Derecho),LEO,REFACCION,210,147,2,10
LEO-058,Panel Frontal,LEO,REFACCION,450,315,2,10
LEO-060,Reposapies Delanteros,LEO,REFACCION,176,123,2,10
LEO-061,Gancho,LEO,REFACCION,66,46,2,10
LEO-062,Tapon para Sliders,LEO,REFACCION,11,8,2,10
LEO-063,Tapa de Numero,LEO,REFACCION,36,25,2,10
LEO-064,Cubierta Interior Delantera,LEO,REFACCION,330,231,2,10
LEO-066,Tapa Bajo Asiento,LEO,REFACCION,165,116,2,10
LEO-067,Tapones,LEO,REFACCION,4,3,2,10
LEO-068,Adaptador de Freno,LEO,REFACCION,110,77,2,10
LEO-069,Caja de ECU,LEO,REFACCION,240,168,2,10
LEO-070,Placa de Bisagra de Asiento,LEO,REFACCION,22,15,2,10
LEO-071,Placa de Bisagra de Asiento,LEO,REFACCION,22,15,2,10
LEO-072,Resorte de Asiento Trasero,LEO,REFACCION,20,14,2,10
LEO-073,Tapon para Caballete,LEO,REFACCION,6,4,2,10
LEO-074,Facia,LEO,REFACCION,165,116,2,10
LEO-075,Tapon de Goma Bajo Pantalla,LEO,REFACCION,14,10,2,10
LEO-076,Marco de Asiento Trasero,LEO,REFACCION,720,504,2,10
LEO-077,Resorte de Parador Lateral,LEO,REFACCION,12,8,2,10
LEO-078,Puerto USB,LEO,REFACCION,188,132,2,10
LEO-079,Caballete,LEO,REFACCION,400,280,2,10
LEO-080,Tapa de Faro (Superior),LEO,REFACCION,165,116,2,10
LEO-081,Tapa de Faro (Inferior),LEO,REFACCION,165,116,2,10
LEO-082,Tapa Conectora,LEO,REFACCION,99,69,2,10
LEO-083,Canasta de Cableado,LEO,REFACCION,66,46,2,10
LEO-084,Separado de Tijera,LEO,REFACCION,33,23,2,10
LEO-086,Tapa de Luces Trasera,LEO,REFACCION,270,189,2,10
LEO-087,Tapa de Calabera,LEO,REFACCION,255,179,2,10
LEO-088,Caja de Bateria,LEO,REFACCION,66,46,2,10
LEO-089,Alfiler,LEO,REFACCION,20,14,2,10
LEO-090,Tope de Goma,LEO,REFACCION,10,7,2,10
LUMO-001,Motor,LUMO,REFACCION,1908,1336,2,10
LUMO-002,Tapa Extremo Motor,LUMO,REFACCION,400,280,2,10
LUMO-003,Circlip del Motor,LUMO,REFACCION,20,14,2,10
LUMO-004,Rin Delantero,LUMO,REFACCION,460,322,2,10
LUMO-005,Llantas,LUMO,REFACCION,480,336,2,10
LUMO-006,Estrella de Motor,LUMO,REFACCION,200,140,2,10
LUMO-007,Freno de Balata (Delantera),LUMO,REFACCION,277,194,2,10
LUMO-008,Freno de Balata (Trasera),LUMO,REFACCION,300,210,2,10
LUMO-010,Valvula de Aire,LUMO,REFACCION,50,35,2,10
LUMO-011,Eje Delantero,LUMO,REFACCION,70,49,2,10
LUMO-012,Reflector Delantero,LUMO,REFACCION,14,10,2,10
LUMO-013,Reflector Salpicadera,LUMO,REFACCION,12,8,2,10
LUMO-015,Alarma,LUMO,REFACCION,210,147,2,10
LUMO-016,Switch de Encendido,LUMO,REFACCION,148,104,2,10
LUMO-018,Baleros de Pedales,LUMO,REFACCION,80,56,2,10
LUMO-019,Eje de Pedales,LUMO,REFACCION,165,116,2,10
LUMO-020,Brazos de Pedales,LUMO,REFACCION,114,80,2,10
LUMO-021,Cadena,LUMO,REFACCION,93,65,2,10
LUMO-022,Espejos Retrovisores,LUMO,REFACCION,200,140,2,10
LUMO-023,Parador Lateral,LUMO,REFACCION,145,102,2,10
LUMO-024,Pedales,LUMO,REFACCION,99,69,2,10
LUMO-025,Reposapie Retractil,LUMO,REFACCION,75,53,2,10
LUMO-026,Estrella del Eje Central,LUMO,REFACCION,66,46,2,10
LUMO-027,Claxon,LUMO,REFACCION,102,71,2,10
LUMO-028,Manubrio,LUMO,REFACCION,300,210,2,10
LUMO-029,Acelerador,LUMO,REFACCION,275,193,2,10
LUMO-030,Mango Izquierdo,LUMO,REFACCION,50,35,2,10
LUMO-032,Tubo de Direccion,LUMO,REFACCION,215,151,2,10
LUMO-033,Mando Izquierdo,LUMO,REFACCION,118,82,2,10
LUMO-034,Plastico para Eje Frontal,LUMO,REFACCION,4,3,2,10
LUMO-035,Pantalla,LUMO,REFACCION,353,247,2,10
LUMO-036,Protector del Cableado,LUMO,REFACCION,22,15,2,10
LUMO-037,Chicote Delantero,LUMO,REFACCION,108,76,2,10
LUMO-038,Chicote Trasero,LUMO,REFACCION,148,104,2,10
LUMO-039,Cubierta de Respaldo,LUMO,REFACCION,201,141,2,10
LUMO-040,Estante de Respaldo,LUMO,REFACCION,170,119,2,10
LUMO-041,Soporte de Canasta,LUMO,REFACCION,300,210,2,10
LUMO-044,Faro,LUMO,REFACCION,285,200,2,10
LUMO-045,Direccionales Traseras,LUMO,REFACCION,61,43,2,10
LUMO-046,Amortiguador,LUMO,REFACCION,368,257,2,10
LUMO-047,Canasta,LUMO,REFACCION,330,231,2,10
LUMO-048,Visagra de Canasta,LUMO,REFACCION,20,14,2,10
LUMO-049,Tapa de Canasta,LUMO,REFACCION,100,70,2,10
LUMO-050,Base de la Canasta,LUMO,REFACCION,50,35,2,10
LUMO-051,Chasis,LUMO,REFACCION,2600,1820,2,10
LUMO-052,Tijeras,LUMO,REFACCION,495,347,2,10
LUMO-053,Arnes,LUMO,REFACCION,600,420,2,10
LUMO-054,Arnes de Bateria,LUMO,REFACCION,299,209,2,10
LUMO-055,Asiento Principal,LUMO,REFACCION,375,263,2,10
LUMO-058,Calavera,LUMO,REFACCION,238,166,2,10
LUMO-059,Piso,LUMO,REFACCION,330,231,2,10
LUMO-060,Asiento Trasero,LUMO,REFACCION,225,158,2,10
LUMO-061,Respaldo de Asiento,LUMO,REFACCION,125,88,2,10
LUMO-062,Barra de Baterias,LUMO,REFACCION,110,77,2,10
LUMO-063,Salpicadera Delantera,LUMO,REFACCION,330,231,2,10
LUMO-064,Salpicadera Trasera,LUMO,REFACCION,315,221,2,10
LUMO-065,Porta Placa,LUMO,REFACCION,15,11,2,10
LUMO-066,Cubierta Frontal de Faro,LUMO,REFACCION,270,189,2,10
LUMO-067,Cubierta Interior Delantera,LUMO,REFACCION,123,86,2,10
LUMO-070,Tapa de Caja de ECU,LUMO,REFACCION,30,21,2,10
LUMO-071,Tapon Tapa de Bateria (4),LUMO,REFACCION,4,3,2,10
LUMO-072,Caja de ECU,LUMO,REFACCION,66,46,2,10
LUMO-074,Base Inferior de Caja de Bateria,LUMO,REFACCION,117,82,2,10
LUMO-075,Amortiguador (Izquierda o,LUMO,REFACCION,183,128,2,10
LUMO-078,Facia,LUMO,REFACCION,249,174,2,10
LUMO-080,Aro Decorativo del Faro,LUMO,REFACCION,92,64,2,10
LUMO-083,Cubierta de Posapie,LUMO,REFACCION,30,21,2,10
LUMO-084,Carcasa Decorativo de Asiento,LUMO,REFACCION,66,46,2,10
M1-001,Abrazadera Rápida,M1,REFACCION,60,42,2,10
M1-005,Abrazadera Inferior,M1,REFACCION,108,76,2,10
M1-007,Forro Interior,M1,REFACCION,48,34,2,10
M1-009,Tubo del Manubrio,M1,REFACCION,600,420,2,10
M1-011,Sistema de Plegado,M1,REFACCION,780,546,2,10
M1-012,Seguro de Plegado,M1,REFACCION,240,168,2,10
M1-017,Placa Principal,M1,REFACCION,1800,1260,2,10
M1-018,Compartimento de,M1,REFACCION,420,294,2,10
M1-020,Amortiguador Trasero,M1,REFACCION,240,168,2,10
M1-022,Disco de Freno,M1,REFACCION,72,50,2,10
M1-023,Freno,M1,REFACCION,174,122,2,10
M1-024,Pastilla de Freno,M1,REFACCION,18,13,2,10
M1-025,Trasero de 4,M1,REFACCION,240,168,2,10
M1-026,(Izquierda y,M1,REFACCION,156,109,2,10
M1-029,Parador Lateral,M1,REFACCION,240,168,2,10
M1-030,Motor Con Llanta,M1,REFACCION,2520,1764,2,10
M1-031,Rin Delantero,M1,REFACCION,480,336,2,10
M1-032,Llanta,M1,REFACCION,420,294,2,10
M1-033,Cámara de Llanta,M1,REFACCION,120,84,2,10
M1-034,Batería,M1,REFACCION,3512,2458,2,10
M1-036,Caja de Conexiones,M1,REFACCION,46,32,2,10
M1-037,Pantalla,M1,REFACCION,600,420,2,10
M1-041,Palancas de Freno,M1,REFACCION,250,175,2,10
M1-044,Faro Principal,M1,REFACCION,180,126,2,10
M1-045,Luces LED,M1,REFACCION,120,84,2,10
M1-046,Puerto de Carga,M1,REFACCION,24,17,2,10
M1-047,Alarma Antirrobo,M1,REFACCION,180,126,2,10
M1-048,Esquina Delantero,M1,REFACCION,48,34,2,10
M1-051,Cubierta de Luz LED,M1,REFACCION,24,17,2,10
M1-052,Direccionales,M1,REFACCION,300,210,2,10
M1-053,Esquina Trasero,M1,REFACCION,48,34,2,10
M1-054,Chicote de Freno,M1,REFACCION,30,21,2,10
M1-057,Antideslizante del,M1,REFACCION,192,134,2,10
M2-008,Tubo de Manubrio,M2,REFACCION,576,403,2,10
M2-009,Eje de Dirección,M2,REFACCION,96,67,2,10
M2-011,Cierre Rápido,M2,REFACCION,60,42,2,10
M2-012,Sistema de Plegado,M2,REFACCION,780,546,2,10
M2-013,Gancho de Plegado,M2,REFACCION,240,168,2,10
M2-015,Placa Principal,M2,REFACCION,1800,1260,2,10
M2-016,Compartimento de,M2,REFACCION,420,294,2,10
M2-018,Amortiguador Trasero,M2,REFACCION,240,168,2,10
M2-020,Soporte de Pantalla,M2,REFACCION,264,185,2,10
M2-021,Disco de Freno,M2,REFACCION,72,50,2,10
M2-022,Soporte del Faro,M2,REFACCION,12,8,2,10
M2-024,Base Trasero (Izq. y,M2,REFACCION,156,109,2,10
M2-025,De Soporte Lateral,M2,REFACCION,24,17,2,10
M2-026,Caliper de Disco,M2,REFACCION,174,122,2,10
M2-028,Chicote de Freno,M2,REFACCION,30,21,2,10
M2-029,Parador Lateral,M2,REFACCION,240,168,2,10
M2-030,Batería,M2,REFACCION,4144,2901,2,10
M2-031,Motor,M2,REFACCION,2520,1764,2,10
M2-032,Llanta,M2,REFACCION,720,504,2,10
M2-033,Cámara de Llanta,M2,REFACCION,180,126,2,10
M2-034,Foco Estándar,M2,REFACCION,240,168,2,10
M2-035,Foco Con Bluetooth,M2,REFACCION,360,252,2,10
M2-036,Electrica (ECU) de,M2,REFACCION,2160,1512,2,10
M2-037,Caja de Conexiones,M2,REFACCION,36,25,2,10
M2-038,Faro Delantero,M2,REFACCION,180,126,2,10
M2-039,Luces LED,M2,REFACCION,120,84,2,10
M2-040,Puerto de Carga,M2,REFACCION,24,17,2,10
M2-041,Alarma Antirrobo,M2,REFACCION,180,126,2,10
M2-042,Cargador,M2,REFACCION,400,280,2,10
M2-044,Pantalla,M2,REFACCION,600,420,2,10
M2-045,Soporte de Pantalla,M2,REFACCION,42,29,2,10
M2-049,Switch de Encendido,M2,REFACCION,150,105,2,10
M2-050,Maneta de Freno,M2,REFACCION,250,175,2,10
M2-051,Delantero Izquierdo o,M2,REFACCION,48,34,2,10
M2-053,Salpicadera Delantera,M2,REFACCION,120,84,2,10
M2-055,Trasero Izquierdo o,M2,REFACCION,48,34,2,10
M2-056,Cubierta de Luz LED,M2,REFACCION,24,17,2,10
M2-057,Cubierta de Cables,M2,REFACCION,12,8,2,10
M2-058,Antideslizante del,M2,REFACCION,192,134,2,10
M3-B-001,Chasis,M3-B,REFACCION,1500,1050,2,10
M3-B-002,Tubo de Manubrio,M3-B,REFACCION,1170,819,2,10
M3-B-003,Palanca de Plegado,M3-B,REFACCION,96,67,2,10
M3-B-004,Barra de Manubrio,M3-B,REFACCION,120,84,2,10
M3-B-005,Parador Lateral,M3-B,REFACCION,78,55,2,10
M3-B-006,Placa de Fijación,M3-B,REFACCION,12,8,2,10
M3-B-010,Campana,M3-B,REFACCION,96,67,2,10
M3-B-011,De Rodamiento,M3-B,REFACCION,12,8,2,10
M3-B-012,Rodamiento,M3-B,REFACCION,12,8,2,10
M3-B-016,Tornillo Tensor,M3-B,REFACCION,10,7,2,10
M3-B-017,Aro Metálico,M3-B,REFACCION,10,7,2,10
M3-B-018,Rondana,M3-B,REFACCION,30,21,2,10
M3-B-019,Disco de Freno,M3-B,REFACCION,60,42,2,10
M3-B-020,Caliper de Disco,M3-B,REFACCION,150,105,2,10
M3-B-022,Tornillo 5X12 Mm,M3-B,REFACCION,5,3,2,10
M3-B-024,Empaque Pequeño,M3-B,REFACCION,2,2,2,10
M3-B-025,Empaque Grande,M3-B,REFACCION,192,134,2,10
M3-B-028,Mango,M3-B,REFACCION,10,7,2,10
M3-B-029,Cubierta de Gancho,M3-B,REFACCION,10,7,2,10
M3-B-034,Tubo Horizontal Largo,M3-B,REFACCION,5,3,2,10
M3-B-035,Tubo Horizontal Corto,M3-B,REFACCION,2,2,2,10
M3-B-036,Salpicadera Delantera,M3-B,REFACCION,2,2,2,10
M3-B-037,Salpicadera Trasera,M3-B,REFACCION,84,59,2,10
M3-B-042,Tapa de Rodamiento,M3-B,REFACCION,7,5,2,10
M3-B-043,Gancho de Fijación,M3-B,REFACCION,7,5,2,10
M3-B-044,Arandela de Gancho,M3-B,REFACCION,1,1,2,10
M3-B-047,Compartimento de,M3-B,REFACCION,96,67,2,10
M3-B-048,Placa Luminosa,M3-B,REFACCION,720,504,2,10
M3-B-049,Papel Guía de Luz,M3-B,REFACCION,24,17,2,10
M3-B-051,Cargador,M3-B,REFACCION,288,202,2,10
M3-B-052,Puerto de Carga,M3-B,REFACCION,24,17,2,10
M3-B-053,Batería,M3-B,REFACCION,1816,1271,2,10
M3-B-054,Motor,M3-B,REFACCION,1980,1386,2,10
M3-B-055,Rin Delantero,M3-B,REFACCION,180,126,2,10
M3-B-056,Llanta,M3-B,REFACCION,192,134,2,10
M3-B-057,Camara de Llanta,M3-B,REFACCION,96,67,2,10
M3-B-059,Acelerador,M3-B,REFACCION,84,59,2,10
M3-B-060,Luz Trasera,M3-B,REFACCION,96,67,2,10
M3-B-061,Faro Delantero,M3-B,REFACCION,60,42,2,10
M3-B-062,Tira LED de Piso,M3-B,REFACCION,180,126,2,10
M3-B-063,Placa Madre,M3-B,REFACCION,300,210,2,10
M3-B-065,Bocina Bluetooth,M3-B,REFACCION,144,101,2,10
M3-B-066,Módulo Bluetooth,M3-B,REFACCION,144,101,2,10
M3-B-071,Palanca de Freno,M3-B,REFACCION,120,84,2,10
M3-B-072,Cable de Freno,M3-B,REFACCION,36,25,2,10
M3-B-073,Tira Reflectante,M3-B,REFACCION,14,10,2,10
M3-B-075,Pantalla Con Boton,M3-B,REFACCION,15,11,2,10
M4-001,Chasis,M4,REFACCION,1200,840,2,10
M4-002,Tubo de Manubrio,M4,REFACCION,1080,756,2,10
M4-003,Palanca de Plegado,M4,REFACCION,96,67,2,10
M4-005,Barra de Manubrio,M4,REFACCION,120,84,2,10
M4-006,Parador Lateral,M4,REFACCION,78,55,2,10
M4-007,Placa de Fijación,M4,REFACCION,12,8,2,10
M4-009,Baleros,M4,REFACCION,30,21,2,10
M4-010,Gancho de Plegado,M4,REFACCION,12,8,2,10
M4-013,Salpicadera Delantera,M4,REFACCION,60,42,2,10
M4-014,Salpicadera Trasera,M4,REFACCION,84,59,2,10
M4-018,Sujetador de Mangos,M4,REFACCION,12,8,2,10
M4-019,Campana,M4,REFACCION,120,84,2,10
M4-021,Gancho de Fijación,M4,REFACCION,7,5,2,10
M4-022,Arandela del Gancho,M4,REFACCION,7,5,2,10
M4-026,Cargador,M4,REFACCION,288,202,2,10
M4-027,Puerto de Carga,M4,REFACCION,24,17,2,10
M4-028,Batería,M4,REFACCION,2296,1607,2,10
M4-029,Motor,M4,REFACCION,1872,1310,2,10
M4-030,Cámara de Llanta,M4,REFACCION,96,67,2,10
M4-031,Llanta,M4,REFACCION,192,134,2,10
M4-032,Rin Delantero,M4,REFACCION,180,126,2,10
M4-034,Acelerador,M4,REFACCION,84,59,2,10
M4-035,Faro Principal,M4,REFACCION,96,67,2,10
M4-036,Luz Trasera,M4,REFACCION,96,67,2,10
M4-037,Placa Madre,M4,REFACCION,300,210,2,10
M4-039,Bocina Bluetooth,M4,REFACCION,144,101,2,10
M4-040,Módulo Bluetooth,M4,REFACCION,144,101,2,10
M4-044,Palanca de Freno,M4,REFACCION,120,84,2,10
M4-045,Cable de Freno,M4,REFACCION,67,47,2,10
M4-046,Freno de Tambor,M4,REFACCION,150,105,2,10
M4-048,Antideslizante de,M4,REFACCION,144,101,2,10
M4-050,Tapón Pasacables,M4,REFACCION,2,2,2,10
M4-051,Tapón de Tornillo,M4,REFACCION,1,1,2,10
M4-053,Pilar de Silicona,M4,REFACCION,2,2,2,10
M4-054,Orificio para Cableado,M4,REFACCION,1,1,2,10
M4-062,Impermeable para,M4,REFACCION,5,4,2,10
M5-002,Bastidor / Chasis,M5,REFACCION,1500,1050,2,10
M5-003,Manubrio Tipo T,M5,REFACCION,660,462,2,10
M5-004,Tubo de Manubrio,M5,REFACCION,540,378,2,10
M5-006,Bloque de Plegado,M5,REFACCION,120,84,2,10
M5-012,Amortiguador Trasero,M5,REFACCION,240,168,2,10
M5-013,Horquilla Trasera,M5,REFACCION,180,126,2,10
M5-016,Placa de Asiento,M5,REFACCION,264,185,2,10
