id,modelo_id,color_id,voltaje_id,sku,precioPublico,costo,stock_leo,stock_av135,capacidad_ah
78,8,13,2,TAURO-48V-VERDE,17699,14580,0,0,
79,9,24,3,AGUILA-60V-VERDE-BLANCO,17899,13824,0,0,
80,9,25,3,AGUILA-60V-ROSA-AZUL-CELESTE,17899,13824,0,0,
81,9,23,3,AGUILA-60V-ROJO-NEGRO,17899,13824,0,0,
82,9,26,3,AGUILA-60V-NARANJA-GRIS,17899,13824,0,0,
83,9,27,3,AGUILA-60V-CAF-BEIGE,17899,13824,0,0,
84,9,2,3,AGUILA-60V-ROJO-AZUL,17899,13824,0,0,
85,9,2,4,AGUILA-72V-ROJO-AZUL,18599,14418,0,0,
86,9,24,4,AGUILA-72V-VERDE-BLANCO,18599,14418,0,0,
87,9,25,4,AGUILA-72V-ROSA-AZUL-CELESTE,18599,14418,0,0,
88,9,23,4,AGUILA-72V-ROJO-NEGRO,18599,14418,0,0,
89,9,26,4,AGUILA-72V-NARANJA-GRIS,18599,14418,0,0,
90,9,27,4,AGUILA-72V-CAF-BEIGE,18599,14418,0,0,
91,10,28,3,LEO-60V-NEGRO-CAFE-BEIGE,17999,16092,0,0,
92,10,29,3,LEO-60V-NARANJA-BLANCO-AZUL-CELESTE,17999,16092,0,0,
93,10,30,3,LEO-60V-NEGRO-BLANCO-VERDE,17999,16092,0,0,
94,10,31,3,LEO-60V-BLANCO-NARANJA-VERDE,17999,16092,0,0,
95,10,32,3,LEO-60V-GRIS-AZUL-AZUL-CELESTE,17999,16092,0,0,
96,10,33,3,LEO-60V-NEGRO-AZUL-ROJO,17999,16092,0,0,
97,10,30,4,LEO-72V-NEGRO-BLANCO-VERDE,18699,16632,0,0,
98,10,31,4,LEO-72V-BLANCO-NARANJA-VERDE,18699,16632,0,0,
99,10,32,4,LEO-72V-GRIS-AZUL-AZUL-CELESTE,18699,16632,0,0,
100,10,33,4,LEO-72V-NEGRO-AZUL-ROJO,18699,16632,0,0,
101,10,29,4,LEO-72V-NARANJA-BLANCO-AZUL-CELESTE,18699,16632,0,0,
102,10,28,4,LEO-72V-NEGRO-CAFE-BEIGE,18699,16632,0,0,
103,11,34,3,POLAR-60V-GIS-ROJO,18899,17172,0,0,
104,11,35,3,POLAR-60V-NEGRO-MORADO,18899,17172,0,0,
105,11,21,3,POLAR-60V-NEGRO-NARANJA,18899,17172,0,0,
106,11,36,3,POLAR-60V-CAF-VERDE,18899,17172,0,0,
107,11,22,3,POLAR-60V-NEGRO-ROJO,18899,17172,0,0,
108,11,37,3,POLAR-60V-ROSA-MORADO,18899,17172,0,0,
109,11,34,4,POLAR-72V-GIS-ROJO,19599,17712,0,0,
110,11,35,4,POLAR-72V-NEGRO-MORADO,19599,17712,0,0,
111,11,21,4,POLAR-72V-NEGRO-NARANJA,19599,17712,0,0,
112,11,36,4,POLAR-72V-CAF-VERDE,19599,17712,0,0,
113,11,22,4,POLAR-72V-NEGRO-ROJO,19599,17712,0,0,
114,11,37,4,POLAR-72V-ROSA-MORADO,19599,17712,0,0,
115,12,9,3,FAMILY-Q-PLUS-60V-ROSA,29340,21168,0,0,
116,12,10,3,FAMILY-Q-PLUS-60V-ROJO,29340,21168,0,0,
117,12,11,3,FAMILY-Q-PLUS-60V-GRIS,29340,21168,0,0,
118,12,14,3,FAMILY-Q-PLUS-60V-CAF,29340,21168,0,0,
119,12,17,3,FAMILY-Q-PLUS-60V-MORADO,29340,21168,0,0,
120,12,16,3,FAMILY-Q-PLUS-60V-AZUL,29340,21168,0,0,
121,12,9,4,FAMILY-Q-PLUS-72V-ROSA,30180,21816,0,0,
122,12,10,4,FAMILY-Q-PLUS-72V-ROJO,30180,21816,0,0,
123,12,11,4,FAMILY-Q-PLUS-72V-GRIS,30180,21816,0,0,
124,12,14,4,FAMILY-Q-PLUS-72V-CAF,30180,21816,0,0,
125,12,17,4,FAMILY-Q-PLUS-72V-MORADO,30180,21816,0,0,
126,12,16,4,FAMILY-Q-PLUS-72V-AZUL,30180,21816,0,0,
127,13,9,2,BEETLE-48V-ROSA,20899,16956,0,0,
128,13,10,2,BEETLE-48V-ROJO,20899,16956,0,0,
129,13,14,2,BEETLE-48V-CAF,20899,16956,0,0,
130,13,16,2,BEETLE-48V-AZUL,20899,16956,0,0,
131,13,38,2,BEETLE-48V-ROJO-VINO-VEIGE,20899,16956,0,0,
132,13,39,2,BEETLE-48V-BEIGE-ROJO,20899,16956,0,0,
133,13,40,2,BEETLE-48V-NARANJA,20899,16956,0,0,
134,13,9,3,BEETLE-60V-ROSA,21499,17496,0,0,
135,13,10,3,BEETLE-60V-ROJO,21499,17496,0,0,
136,13,14,3,BEETLE-60V-CAF,21499,17496,0,0,
137,13,40,3,BEETLE-60V-NARANJA,21499,17496,0,0,
138,13,38,3,BEETLE-60V-ROJO-VINO-VEIGE,21499,17496,0,0,
139,13,39,3,BEETLE-60V-BEIGE-ROJO,21499,17496,0,0,
140,13,16,3,BEETLE-60V-AZUL,21499,17496,0,0,
141,14,16,3,GOLF-60V-AZUL,28299,26892,0,0,
142,14,38,3,GOLF-60V-ROJO-VINO-VEIGE,28299,26892,0,0,
143,14,41,3,GOLF-60V-GRIS-BEIGE,28299,26892,0,0,
144,14,42,3,GOLF-60V-GRIS-VERDE,28299,26892,0,0,
145,14,16,4,GOLF-72V-AZUL,28899,27432,0,0,
146,14,42,4,GOLF-72V-GRIS-VERDE,28899,27432,0,0,
147,14,41,4,GOLF-72V-GRIS-BEIGE,28899,27432,0,0,
148,14,38,4,GOLF-72V-ROJO-VINO-VEIGE,28899,27432,0,0,
149,15,10,3,GOLF-PLUS-60V-ROJO,37600,29052,0,0,
150,15,11,3,GOLF-PLUS-60V-GRIS,37600,29052,0,0,
151,15,13,3,GOLF-PLUS-60V-VERDE,37600,29052,0,0,
152,15,17,3,GOLF-PLUS-60V-MORADO,37600,29052,0,0,
153,15,16,3,GOLF-PLUS-60V-AZUL,37600,29052,0,0,
154,15,43,3,GOLF-PLUS-60V-BEIGE-VERDE,37600,29052,0,0,
155,15,11,4,GOLF-PLUS-72V-GRIS,37900,29592,0,0,
156,15,13,4,GOLF-PLUS-72V-VERDE,37900,29592,0,0,
157,15,17,4,GOLF-PLUS-72V-MORADO,37900,29592,0,0,
158,15,16,4,GOLF-PLUS-72V-AZUL,37900,29592,0,0,
159,15,43,4,GOLF-PLUS-72V-BEIGE-VERDE,37900,29592,0,0,
160,15,10,4,GOLF-PLUS-72V-ROJO,37900,29592,0,0,
161,16,9,2,MOPED-48V-ROSA,16999,13176,0,0,
162,16,13,2,MOPED-48V-VERDE,16999,13176,0,0,
163,16,15,2,MOPED-48V-AMARILLO,16999,13176,0,0,
164,16,17,2,MOPED-48V-MORADO,16999,13176,0,0,
165,16,16,2,MOPED-48V-AZUL,16999,13176,0,0,
166,16,44,2,MOPED-48V-FUCSIA,16999,13176,0,0,
167,16,9,3,MOPED-60V-ROSA,17699,13716,0,0,
168,16,13,3,MOPED-60V-VERDE,17699,13716,0,0,
169,16,15,3,MOPED-60V-AMARILLO,17699,13716,0,0,
170,16,17,3,MOPED-60V-MORADO,17699,13716,0,0,
171,16,16,3,MOPED-60V-AZUL,17699,13716,0,0,
172,16,44,3,MOPED-60V-FUCSIA,17699,13716,0,0,
173,17,11,3,ZEUS-60V-GRIS,21899,17172,0,0,
174,17,16,3,ZEUS-60V-AZUL,21899,17172,0,0,
175,17,23,3,ZEUS-60V-ROJO-NEGRO,21899,17172,0,0,
176,17,42,3,ZEUS-60V-GRIS-VERDE,21899,17172,0,0,
177,17,17,3,ZEUS-60V-MORADO,21899,17172,0,0,
178,17,40,3,ZEUS-60V-NARANJA,21899,17172,0,0,
179,17,10,4,ZEUS-72V-ROJO,22599,17820,0,0,
180,17,11,4,ZEUS-72V-GRIS,22599,17820,0,0,
181,17,17,4,ZEUS-72V-MORADO,22599,17820,0,0,
182,17,16,4,ZEUS-72V-AZUL,22599,17820,0,0,
183,17,40,4,ZEUS-72V-NARANJA,22599,17820,0,0,
184,17,42,4,ZEUS-72V-GRIS-VERDE,22599,17820,0,0,
185,18,5,3,CARGO-60V-AZUL-CELESTE,30699,23328,0,0,
186,18,10,3,CARGO-60V-ROJO,30699,23328,0,0,
187,18,16,3,CARGO-60V-AZUL,30699,23328,0,0,
188,19,10,3,EVOTANK-160-60V-45AH-ROJO,44999,35748,0,0,45
189,19,16,3,EVOTANK-160-60V-45AH-AZUL,44999,35748,0,0,45
190,19,5,3,EVOTANK-160-60V-45AH-AZUL-CELESTE,44999,35748,0,0,45
191,20,5,4,EVOTANK-180-72V-45AH-AZUL-CELESTE,53099,43308,0,0,45
192,20,10,4,EVOTANK-180-72V-45AH-ROJO,53099,43308,0,0,45
193,20,16,4,EVOTANK-180-72V-45AH-AZUL,53099,43308,0,0,45
194,21,10,2,SCOOTER-M1-ROJO,12099,8424,0,0,
195,21,15,2,SCOOTER-M1-AMARILLO,12099,8424,0,0,
196,21,16,2,SCOOTER-M1-AZUL,12099,8424,0,0,
197,21,7,2,SCOOTER-M1-NEGRO,12099,8424,0,0,
198,22,10,2,SCOOTER-M2-ROJO,15899,11340,0,0,
199,22,15,2,SCOOTER-M2-AMARILLO,15899,11340,0,0,
200,22,16,2,SCOOTER-M2-AZUL,15899,11340,0,0,
201,22,7,2,SCOOTER-M2-NEGRO,15899,11340,0,0,
202,23,7,6,SCOOTER-M3-NEGRO,8799,5754.24,0,0,
203,24,7,6,SCOOTER-M4-NEGRO,9499,6953.04,0,0,
204,24,15,6,SCOOTER-M4-AMARILLO,9499,6953.04,0,0,
205,25,7,6,SCOOTER-M5-NEGRO,11099,7792.2,0,0,
206,25,10,6,SCOOTER-M5-ROJO,11099,7792.2,0,0,
207,25,15,6,SCOOTER-M5-AMARILLO,11099,7792.2,0,0,
208,25,16,6,SCOOTER-M5-AZUL,11099,7792.2,0,0,
209,26,7,2,SCOOTER-S6-NEGRO,14399,12192.12,0,0,
210,27,45,3,AGUILA-PRO-60V-VERDE-ROJO,19799,14958,0,0,
211,27,46,3,AGUILA-PRO-60V-AMARILLO-ROJO,19799,14958,0,0,
212,27,47,3,AGUILA-PRO-60V-BLANCO-AZUL,19799,14958,0,0,
213,27,48,3,AGUILA-PRO-60V-NARANJA-VERDE,19799,14958,0,0,
214,27,49,3,AGUILA-PRO-60V-MORADO-AZUL,19799,14958,0,0,
215,27,19,3,AGUILA-PRO-60V-NEGRO-VERDE,19799,14958,0,0,
216,27,25,3,AGUILA-PRO-60V-ROSA-AZUL-CELESTE,19799,14958,0,0,
217,27,50,3,AGUILA-PRO-60V-AZUL-GRIS,19799,14958,0,0,
218,27,50,4,AGUILA-PRO-72V-AZUL-GRIS,20499,15498,0,0,
219,27,25,4,AGUILA-PRO-72V-ROSA-AZUL-CELESTE,20499,15498,0,0,
220,27,19,4,AGUILA-PRO-72V-NEGRO-VERDE,20499,15498,0,0,
221,27,45,4,AGUILA-PRO-72V-VERDE-ROJO,20499,15498,0,0,
222,27,46,4,AGUILA-PRO-72V-AMARILLO-ROJO,20499,15498,0,0,
223,27,47,4,AGUILA-PRO-72V-BLANCO-AZUL,20499,15498,0,0,
224,27,48,4,AGUILA-PRO-72V-NARANJA-VERDE,20499,15498,0,0,
225,27,49,4,AGUILA-PRO-72V-MORADO-AZUL,20499,15498,0,0,
226,28,51,2,FAMILY-Q-48V-ROJO-VIVO,20699,15450,0,0,
227,28,52,2,FAMILY-Q-48V-ROJO-VINO,20699,15450,0,0,
228,28,53,2,FAMILY-Q-48V-GUINDA,20699,15450,0,0,
229,28,54,2,FAMILY-Q-48V-AZUL-PASTEL,20699,15450,0,0,
230,28,55,2,FAMILY-Q-48V-VERDE-PISTACHE,20699,15450,0,0,
231,28,56,2,FAMILY-Q-48V-LILA,20699,15450,0,0,
232,28,57,2,FAMILY-Q-48V-VERDE-VIVO,20699,15450,0,0,
233,28,40,2,FAMILY-Q-48V-NARANJA,20699,15450,0,0,
234,28,11,2,FAMILY-Q-48V-GRIS,20699,15450,0,0,
235,28,40,2,FAMILY-Q-48V-NARANJA-1,20699,15450,0,0,
236,28,51,2,FAMILY-Q-48V-ROJO-VIVO-1,20699,15450,0,0,
237,28,52,2,FAMILY-Q-48V-ROJO-VINO-1,20699,15450,0,0,
238,28,53,2,FAMILY-Q-48V-GUINDA-1,20699,15450,0,0,
239,28,54,2,FAMILY-Q-48V-AZUL-PASTEL-1,20699,15450,0,0,
240,28,55,2,FAMILY-Q-48V-VERDE-PISTACHE-1,20699,15450,0,0,
241,28,56,2,FAMILY-Q-48V-LILA-1,20699,15450,0,0,
242,28,57,2,FAMILY-Q-48V-VERDE-VIVO-1,20699,15450,0,0,
243,28,17,2,FAMILY-Q-48V-MORADO,20699,15450,0,0,
244,28,16,2,FAMILY-Q-48V-AZUL,20699,15450,0,0,
245,28,51,2,FAMILY-Q-48V-ROJO-VIVO-2,20699,15450,0,0,
246,28,52,2,FAMILY-Q-48V-ROJO-VINO-2,20699,15450,0,0,
247,28,53,2,FAMILY-Q-48V-GUINDA-2,20699,15450,0,0,
248,28,54,2,FAMILY-Q-48V-AZUL-PASTEL-2,20699,15450,0,0,
249,28,55,2,FAMILY-Q-48V-VERDE-PISTACHE-2,20699,15450,0,0,
250,28,56,2,FAMILY-Q-48V-LILA-2,20699,15450,0,0,
251,28,57,2,FAMILY-Q-48V-VERDE-VIVO-2,20699,15450,0,0,
252,28,40,2,FAMILY-Q-48V-NARANJA-2,20699,15450,0,0,
253,28,11,2,FAMILY-Q-48V-GRIS-1,20699,15450,0,0,
254,28,40,2,FAMILY-Q-48V-NARANJA-3,20699,15450,0,0,
255,28,51,2,FAMILY-Q-48V-ROJO-VIVO-3,20699,15450,0,0,
256,28,52,2,FAMILY-Q-48V-ROJO-VINO-3,20699,15450,0,0,
257,28,53,2,FAMILY-Q-48V-GUINDA-3,20699,15450,0,0,
258,28,54,2,FAMILY-Q-48V-AZUL-PASTEL-3,20699,15450,0,0,
259,28,55,2,FAMILY-Q-48V-VERDE-PISTACHE-3,20699,15450,0,0,
260,28,56,2,FAMILY-Q-48V-LILA-3,20699,15450,0,0,
261,28,57,2,FAMILY-Q-48V-VERDE-VIVO-3,20699,15450,0,0,
262,28,17,2,FAMILY-Q-48V-MORADO-1,20699,15450,0,0,
263,28,16,2,FAMILY-Q-48V-AZUL-1,20699,15450,0,0,
264,28,11,3,FAMILY-Q-60V-GRIS,21399,15950,0,0,
265,28,17,3,FAMILY-Q-60V-MORADO,21399,15950,0,0,
266,28,16,3,FAMILY-Q-60V-AZUL,21399,15950,0,0,
267,28,40,3,FAMILY-Q-60V-NARANJA,21399,15950,0,0,
268,28,51,3,FAMILY-Q-60V-ROJO-VIVO,21399,15950,0,0,
269,28,52,3,FAMILY-Q-60V-ROJO-VINO,21399,15950,0,0,
270,28,53,3,FAMILY-Q-60V-GUINDA,21399,15950,0,0,
271,28,54,3,FAMILY-Q-60V-AZUL-PASTEL,21399,15950,0,0,
272,28,55,3,FAMILY-Q-60V-VERDE-PISTACHE,21399,15950,0,0,
273,28,56,3,FAMILY-Q-60V-LILA,21399,15950,0,0,
274,28,57,3,FAMILY-Q-60V-VERDE-VIVO,21399,15950,0,0,
275,29,9,5,SCOOTER-EVOKID-ROSA,5899,3240,0,0,
276,29,13,5,SCOOTER-EVOKID-VERDE,5899,3240,0,0,
277,29,16,5,SCOOTER-EVOKID-AZUL,5899,3240,0,0,
278,29,40,5,SCOOTER-EVOKID-NARANJA,5899,3240,0,0,
279,8,10,3,TAURO-60V-ROJO,17940,14580,0,0,
280,8,13,3,TAURO-60V-VERDE,17940,14580,0,0,
281,8,7,3,TAURO-60V-NEGRO,17940,14580,0,0,
282,30,1,2,SOL-PRO-48V-NARANJA-AZUL,12499,8300,0,0,
283,30,7,2,SOL-PRO-48V-NEGRO,12499,8300,0,0,
284,30,4,2,SOL-PRO-48V-AMARILLO-VERDE,12499,8300,0,0,
285,31,25,3,FAMILY-60V-ROSA-AZUL-CELESTE,21800,15225,0,0,
286,31,9,2,FAMILY-48V-ROSA,20199,14805,0,0,
287,31,10,2,FAMILY-48V-ROJO,20199,14805,0,0,
288,31,13,2,FAMILY-48V-VERDE,20199,14805,0,0,
289,31,16,2,FAMILY-48V-AZUL,20199,14805,0,0,
290,31,40,2,FAMILY-48V-NARANJA,20199,14805,0,0,
291,31,9,3,FAMILY-60V-ROSA,20799,15225,0,0,
292,31,10,3,FAMILY-60V-ROJO,20799,15225,0,0,
293,31,13,3,FAMILY-60V-VERDE,20799,15225,0,0,
294,31,16,3,FAMILY-60V-AZUL,20799,15225,0,0,
295,31,40,3,FAMILY-60V-NARANJA,20799,15225,0,0,
296,12,13,3,FAMILY-Q-PLUS-60V-VERDE,29340,19000,0,0,
297,32,9,6,RICOCHET-ROSA,13299.01,8839,0,0,
298,32,10,6,RICOCHET-ROJO,13299.01,8839,0,0,
299,32,13,6,RICOCHET-VERDE,13299.01,8839,0,0,
300,32,16,6,RICOCHET-AZUL,13299.01,8839,0,0,
301,33,9,6,PHYTON-ROSA,13499,8994,0,0,
302,33,10,6,PHYTON-ROJO,13499,8994,0,0,
303,33,11,6,PHYTON-GRIS,13499,8994,0,0,
304,33,12,6,PHYTON-VERDE-MILITAR,13499,8994,0,0,
305,33,13,6,PHYTON-VERDE,13499,8994,0,0,
306,33,15,6,PHYTON-AMARILLO,13499,8994,0,0,
307,34,10,5,FOXY-ROJO,10200,6821,0,0,
308,34,15,5,FOXY-AMARILLO,10200,6821,0,0,
309,34,17,5,FOXY-MORADO,10200,6821,0,0,
310,34,16,5,FOXY-AZUL,10200,6821,0,0,
311,35,15,5,CROSS-KID-AMARILLO,8994,5889,0,0,
312,35,17,5,CROSS-KID-MORADO,8994,5889,0,0,
313,35,16,5,CROSS-KID-AZUL,8994,5889,0,0,
314,35,5,5,CROSS-KID-AZUL-CELESTE,8994,5889,0,0,
315,36,9,3,REINA-60V-ROSA,17999,11700,0,0,
316,36,10,3,REINA-60V-ROJO,17999,11700,0,0,
317,36,17,3,REINA-60V-MORADO,17999,11700,0,0,
318,36,16,3,REINA-60V-AZUL,17999,11700,0,0,
319,36,9,4,REINA-72V-ROSA,18699,12200,0,0,
320,36,10,4,REINA-72V-ROJO,18699,12200,0,0,
321,36,17,4,REINA-72V-MORADO,18699,12200,0,0,
322,36,16,4,REINA-72V-AZUL,18699,12200,0,0,
323,37,16,3,ECLIPSE-60V-AZUL,18699,12300,0,0,
324,37,17,3,ECLIPSE-60V-MORADO,18699,12300,0,0,
325,37,13,3,ECLIPSE-60V-VERDE,18699,12300,0,0,
326,37,11,3,ECLIPSE-60V-GRIS,18699,12300,0,0,
327,37,10,3,ECLIPSE-60V-ROJO,18699,12300,0,0,
328,37,4,3,ECLIPSE-60V-AMARILLO-VERDE,18699,12300,0,0,
329,37,4,4,ECLIPSE-72V-AMARILLO-VERDE,19499,12800,0,0,
330,37,10,4,ECLIPSE-72V-ROJO,19499,12800,0,0,
331,37,11,4,ECLIPSE-72V-GRIS,19499,12800,0,0,
332,37,13,4,ECLIPSE-72V-VERDE,19499,12800,0,0,
333,37,17,4,ECLIPSE-72V-MORADO,19499,12800,0,0,
334,37,16,4,ECLIPSE-72V-AZUL,19499,12800,0,0,
335,38,40,3,JAGUAR-60V-NARANJA,18999,12900,0,0,
336,38,26,3,JAGUAR-60V-NARANJA-GRIS,18999,12900,0,0,
337,38,16,3,JAGUAR-60V-AZUL,18999,12900,0,0,
338,38,15,3,JAGUAR-60V-AMARILLO,18999,12900,0,0,
339,38,48,3,JAGUAR-60V-NARANJA-VERDE,18999,12900,0,0,
340,38,15,4,JAGUAR-72V-AMARILLO,19699,13400,0,0,
341,38,16,4,JAGUAR-72V-AZUL,19699,13400,0,0,
342,38,48,4,JAGUAR-72V-NARANJA-VERDE,19699,13400,0,0,
343,38,40,4,JAGUAR-72V-NARANJA,19699,13400,0,0,
344,38,26,4,JAGUAR-72V-NARANJA-GRIS,19699,13400,0,0,
345,39,9,3,TIGRE-60V-ROSA,20899,13899,0,0,
346,39,16,3,TIGRE-60V-AZUL,20899,13899,0,0,
347,39,24,3,TIGRE-60V-VERDE-BLANCO,20899,13899,0,0,
348,39,10,3,TIGRE-60V-ROJO,20899,13899,0,0,
349,40,7,3,AURORA-60V-NEGRO,18899,12350,0,0,
350,40,8,3,AURORA-60V-BLANCO,18899,12350,0,0,
351,40,11,3,AURORA-60V-GRIS,18899,12350,0,0,
352,40,13,3,AURORA-60V-VERDE,18899,12350,0,0,
353,40,58,3,AURORA-60V-TORNASOL,18899,12350,0,0,
354,40,10,3,AURORA-60V-ROJO,18899,12350,0,0,
355,40,8,4,AURORA-72V-BLANCO,19599,12850,0,0,
356,40,10,4,AURORA-72V-ROJO,19599,12850,0,0,
357,40,11,4,AURORA-72V-GRIS,19599,12850,0,0,
358,40,13,4,AURORA-72V-VERDE,19599,12850,0,0,
359,40,58,4,AURORA-72V-TORNASOL,19599,12850,0,0,
360,40,7,4,AURORA-72V-NEGRO,19599,12850,0,0,
361,41,16,3,URBEX-60V-AZUL,20799,13800,0,0,
362,41,40,3,URBEX-60V-NARANJA,20799,13800,0,0,
363,41,13,3,URBEX-60V-VERDE,20799,13800,0,0,
364,41,11,3,URBEX-60V-GRIS,20799,13800,0,0,
365,41,10,3,URBEX-60V-ROJO,20799,13800,0,0,
366,42,9,2,LUMO-48V-ROSA,13199,8500,0,0,
367,42,10,2,LUMO-48V-ROJO,13199,8500,0,0,
368,42,13,2,LUMO-48V-VERDE,13199,8500,0,0,
369,42,17,2,LUMO-48V-MORADO,13199,8500,0,0,
370,42,40,2,LUMO-48V-NARANJA,13199,8500,0,0,
371,42,9,3,LUMO-60V-ROSA,13899,9000,0,0,
372,42,10,3,LUMO-60V-ROJO,13899,9000,0,0,
373,42,13,3,LUMO-60V-VERDE,13899,9000,0,0,
374,42,17,3,LUMO-60V-MORADO,13899,9000,0,0,
375,42,40,3,LUMO-60V-NARANJA,13899,9000,0,0,
376,43,52,4,SOLARA-72V-ROJO-VINO,39199,27100,0,0,
377,43,11,4,SOLARA-72V-GRIS,39199,27100,0,0,
